user_id,timestamp,latitude,longitude,speed,is_anomaly
priya_001,2026-01-01 08:08:00,28.6139,77.209,22.275174325928774,0
priya_001,2026-01-01 08:11:00,28.615733333333335,77.20996666666667,18.511262445007898,0
priya_001,2026-01-01 08:14:00,28.61756666666667,77.21093333333333,19.35624236886202,0
priya_001,2026-01-01 08:17:00,28.619400000000002,77.2119,22.608867691268202,0
priya_001,2026-01-01 08:20:00,28.621233333333336,77.21286666666667,24.72450652451741,0
priya_001,2026-01-01 08:23:00,28.623066666666666,77.21383333333333,21.04599294989095,0
priya_001,2026-01-01 08:26:00,28.6249,77.2148,18.580373209006957,0
priya_001,2026-01-01 08:29:00,28.626733333333334,77.21576666666667,24.734753670741398,0
priya_001,2026-01-01 08:32:00,28.628566666666668,77.21673333333332,17.72677637356124,0
priya_001,2026-01-01 08:35:00,28.6304,77.2177,23.88120129942193,0
priya_001,2026-01-01 09:00:00,28.6304,77.2177,0.0,0
priya_001,2026-01-01 10:00:00,28.6304,77.2177,0.0,0
priya_001,2026-01-01 11:00:00,28.6304,77.2177,0.0,0
priya_001,2026-01-01 12:00:00,28.6304,77.2177,0.0,0
priya_001,2026-01-01 13:00:00,28.6304,77.2177,0.0,0
priya_001,2026-01-01 17:00:00,28.6304,77.2177,20.73211972817926,0
priya_001,2026-01-01 17:03:00,28.628566666666668,77.21673333333332,17.784827816548678,0
priya_001,2026-01-01 17:06:00,28.626733333333334,77.21576666666667,16.75728476418502,0
priya_001,2026-01-01 17:09:00,28.6249,77.2148,15.946894679700588,0
priya_001,2026-01-01 17:12:00,28.623066666666666,77.21383333333333,22.44901158916544,0
priya_001,2026-01-01 17:15:00,28.621233333333336,77.21286666666667,23.567921575960575,0
priya_001,2026-01-01 17:18:00,28.619400000000002,77.2119,20.53661023500052,0
priya_001,2026-01-01 17:21:00,28.61756666666667,77.21093333333333,20.19945671842312,0
priya_001,2026-01-01 17:24:00,28.615733333333335,77.20996666666667,20.211265241033693,0
priya_001,2026-01-01 17:27:00,28.6139,77.209,24.04708970266722,0
priya_001,2026-01-02 08:10:00,28.6139,77.209,22.602544090139368,0
priya_001,2026-01-02 08:13:00,28.615733333333335,77.20996666666667,20.318145722368175,0
priya_001,2026-01-02 08:16:00,28.61756666666667,77.21093333333333,23.364645026710708,0
priya_001,2026-01-02 08:19:00,28.619400000000002,77.2119,20.881101559119294,0
priya_001,2026-01-02 08:22:00,28.621233333333336,77.21286666666667,15.555890069012952,0
priya_001,2026-01-02 08:25:00,28.623066666666666,77.21383333333333,22.846236139525924,0
priya_001,2026-01-02 08:28:00,28.6249,77.2148,23.569125212969396,0
priya_001,2026-01-02 08:31:00,28.626733333333334,77.21576666666667,24.480288528910528,0
priya_001,2026-01-02 08:34:00,28.628566666666668,77.21673333333332,19.80434854789396,0
priya_001,2026-01-02 08:37:00,28.6304,77.2177,17.541790358102737,0
priya_001,2026-01-02 09:00:00,28.6304,77.2177,0.0,0
priya_001,2026-01-02 10:00:00,28.6304,77.2177,0.0,0
priya_001,2026-01-02 11:00:00,28.6304,77.2177,0.0,0
priya_001,2026-01-02 12:00:00,28.6304,77.2177,0.0,0
priya_001,2026-01-02 13:00:00,28.6304,77.2177,0.0,0
