pca_x,pca_y,tsne_x,tsne_y,is_anomaly
6.43568089491678,-0.00740212193683476,27.079205,16.054941,0
2.6717686271183556,-0.008544205156596263,-3.6517189,-17.014475,0
3.5167465697756217,-0.005880330136747602,6.9781346,-14.794626,0
6.769369078126262,-0.00122825529994941,31.87819,12.94799,0
8.885005490629128,0.002484912033708042,57.16942,-9.0467005,0
5.206491499583928,0.001413349538069042,13.12332,11.347915,0
2.7408709227139436,0.0013433777666023161,-2.7132502,-16.925608,0
8.895247566610495,0.008391681317277744,57.030247,-9.999209,0
1.8872710047479568,0.00457069435586277,-13.860843,-9.076841,0
8.04169211275538,0.011619034624402502,45.158913,-3.2397766,0
-15.839500925622042,-0.008101726614256677,-54.18719,-13.817711,0
-15.839500925622042,-0.008101726614256677,-54.18719,-13.817711,0
-15.839500925622042,-0.008101726614256677,-54.18719,-13.817711,0
-15.839500925622042,-0.008101726614256677,-54.18719,-13.817711,0
-15.839500925622042,-0.008101726614256677,-51.736515,-15.105399,0
4.892611630850835,0.009018567210347328,11.143912,6.386844,0
1.9453224276540961,0.004618632423643021,-13.186299,-9.983994,0
0.9177814196399847,0.001803999331670525,-17.710245,5.4784713,0
0.10739330438700811,-0.0008313118837293132,-19.388393,16.49571,0
6.60950965352272,0.0025719426612340612,29.812782,15.3273115,0
7.728420942161025,0.0015298203975362412,41.443203,0.58684015,0
4.697112338699034,-0.002939496456022539,11.571018,2.7976274,0
4.359960627649917,-0.005184015548039156,11.767488,-3.0379782,0
4.3717708350749565,-0.007140366680246757,11.771547,-2.7424865,0
8.207595658709854,-0.005938899059486857,47.4288,-5.424804,0
6.763050545882811,-0.007131784574994526,31.587196,12.7801695,0
4.478651279437072,-0.007052106277129155,10.824177,-0.91031694,0
7.525147841027698,-0.0025702474163438183,39.655624,3.299966,0
5.041603543650508,-0.002655020350047721,11.608409,9.203173,0
-0.28360779324473917,-0.005086402898939468,-18.24764,22.219849,0
7.0067340664743,0.00289996512617563,35.492485,10.276839,0
7.72962120095489,0.0054630192333604555,41.713856,0.783807,0
8.640782512804838,0.008181547570544012,53.741688,-8.828538,0
3.964842460401746,0.006286324331611581,10.391945,-9.58206,0
1.7022833643809765,0.006384037942282816,-14.813508,-5.4976363,0
-15.839500925622042,-0.008101726614256677,-54.18719,-13.817711,0
-15.839500925622042,-0.008101726614256677,-54.18719,-13.817711,0
-15.839500925622042,-0.008101726614256677,-54.18719,-13.817711,0
-15.839500925622042,-0.008101726614256677,-54.18719,-13.817711,0
-15.839500925622042,-0.008101726614256677,-54.18719,-13.817711,0
2.601683284869365,0.007126750044704977,-4.674656,-16.459568,0
4.539428502030587,0.006760809593700401,11.558657,0.06458779,0
-0.47555770045488543,0.0006533990217150176,-17.285322,24.827276,0
6.1959369231686825,0.0041965238196297605,23.328175,16.458866,0
4.1571545830269425,0.0005468215234429863,10.843462,-6.299615,0
1.0668520787788065,-0.003971211683165166,-17.744131,3.5426059,0
4.570555543045527,-0.003044005319807752,11.426191,0.7410503,0
6.463926816597292,-0.0034465891640422797,27.21562,15.418709,0
3.2134274139348786,-0.008096910769310739,3.4140582,-16.79838,0
1.7692848274396287,-0.011255567723395643,-14.205377,-6.4200387,0
2.888265359267651,-0.0103315289677397,-0.73949885,-17.278027,0
-0.0800940656720961,-0.010816655575581535,-18.2439,19.165201,0
7.285138560695943,-0.002768443783878638,37.580833,6.2607446,0
8.215924263679119,-3.370989398376878e-05,47.889828,-5.0313244,0
2.9938646404042277,-0.0023799111744011725,0.55204403,-17.131382,0
8.635014330790755,0.004244576606453165,53.83135,-8.207103,0
3.959722896961752,0.0023498889878368345,9.648613,-9.360109,0
6.027840418740363,0.006023815874115712,21.210682,17.242474,0
1.8101827554794792,0.004507035938303261,-14.527483,-7.6170664,0
8.397241035121633,0.011912642041565391,50.1386,-7.15726,0
-15.839500925622042,-0.008101726614256677,-54.18719,-13.817711,0
-15.839500925622042,-0.008101726614256677,-54.18719,-13.817711,0
-15.839500925622042,-0.008101726614256677,-54.18719,-13.817711,0
-15.839500925622042,-0.008101726614256677,-54.18719,-13.817711,0
-15.839500925622042,-0.008101726614256677,-54.18719,-13.817711,0
2.069822256968811,0.006687546512182507,-11.446918,-11.791342,0
0.2982073140353858,0.0032584673834747946,-19.463196,13.601046,0
3.735440838336368,0.00413078378329601,8.458378,-12.100919,0
7.07214736039578,0.004920086365245879,36.157707,9.47509,0
2.375956931030272,-0.0009240670354841996,-7.273039,-14.847091,0
1.9023376267504215,-0.003281279191796216,-13.5489435,-9.31425,0
3.241278937622214,-0.004141703684936715,3.8826368,-16.570845,0
0.36203085143069735,-0.008485451051669202,-19.50153,12.740516,0
3.5818065846899056,-0.00779270830923906,7.143575,-13.685047,0
8.367075168689277,-0.005807203070361311,49.705833,-6.5709743,0
5.6080760053000684,-0.00808554668877548,16.733974,15.113684,0
7.9950581007574275,-0.004148305816670472,45.02368,-2.3986344,0
2.4797005141948834,-0.006736708527171231,-5.8479915,-15.620575,0
0.2552104469458083,-0.00660755803535551,-19.42178,14.245092,0
5.565778497452518,-0.0002560600326404483,16.625305,14.422325,0
7.798576899861681,0.0035538580631993,42.80754,0.19352324,0
8.632460775305711,0.006208571754712011,53.649,-7.9577584,0
6.1310895987426814,0.006109077628991599,22.502,17.224094,0
0.3961387555239657,0.0033393378229220616,-19.200117,12.156629,0
7.058386128133298,0.010807034046536046,35.400433,9.120668,0
-15.839500925622042,-0.008101726614256677,-54.18719,-13.817711,0
-15.839500925622042,-0.008101726614256677,-54.18719,-13.817711,0
-15.839500925622042,-0.008101726614256677,-54.18719,-13.817711,0
-15.839500925622042,-0.008101726614256677,-54.18719,-13.817711,0
-15.839500925622042,-0.008101726614256677,-54.18719,-13.817711,0
2.2175242767620293,0.006809516811671301,-9.635045,-13.879754,0
1.5505053902864798,0.00429259793641279,-16.50011,-3.2785878,0
6.63225239312653,0.006522930981873287,30.17311,14.974444,0
1.2723021560582257,0.00013065384769106458,-17.744453,0.6775825,0
0.9150125994947356,-0.002130494800582028,-18.450205,5.437575,0
4.124315664498708,-0.001446400243764856,10.6376095,-6.9777555,0
4.375842540601338,-0.003204796643132113,11.175853,-2.6344278,0
5.641898815662367,-0.004125408597886349,17.364178,14.8414955,0
8.399607402759775,-0.0038142345589591287,50.393265,-6.835843,0
8.057197400211722,-0.006063095875859403,45.774273,-3.0486891,0
7.197427007106272,-0.006773082458835233,36.913773,7.4815307,0
5.3099092832895405,-0.006365664833637652,14.039337,12.453942,0
1.8911600381560287,-0.007222717169568682,-12.888981,-8.562657,0
8.889626135075696,0.00052262385912627,56.754696,-10.44225,0
4.223243239065338,-0.0013647072113087688,10.948301,-5.294275,0
0.44676151326422264,-0.0025171701168744676,-18.696016,11.557988,0
4.5332992077644665,0.002823540428082083,11.388541,-0.115975484,0
-0.1411120065781244,0.0009295796826194191,-18.91324,20.180405,0
8.622648739410275,0.01013267678881391,53.246624,-8.248439,0
